Index,Title,Brand,Product Type,Confidence,Confidence Level,Version
188,Hampton Bay 10-Watt Equivalent Low Voltage Black LED Outdoor Spotlight with Smart App Control (1-Pac,Hampton Bay,LED Light Bulb,55.0,Medium,v2
189,Commercial Electric 36 in. LED White Direct Wire Under Cabinet Light 57005N-WH,Commercial Electric,LED Light Bulb,100,High,v2
190,ULTRA PROGRADE ProWire Direct Wire 18 in. LED Oil-Rubbed Bronze Under Cabinet Light 64770-T1,ULTRA PROGRADE,LED Light Bulb,100,High,v2
191,Home Decorators Collection Harmony Denim 2 ft. x 7 ft. Indoor Machine Washable Runner Rug 607228,Home Decorators Collection,Unknown - Unable to Classify,6.0,No Match,v2
192,Hampton Bay 10-Watt Equivalent Low Voltage Black LED Outdoor Landscape Spotlight with Smart App Cont,Hampton Bay,LED Light Bulb,55.0,Medium,v2
193,DIABLO 2-3/4 in. x 5 in. 100-Grit SandNET Reusable Sanding Sheets DND234100S10N,DIABLO,Unknown - Unable to Classify,6.0,No Match,v2
194,Husky Folding Lock-Back Utility Knife (3-Pack) 99732,Husky,Saw Blade,40.0,Low,v2
195,Hampton Bay 75-Watt Equivalent Low Voltage Black LED Outdoor Landscape Flood Light Powered by Hubspa,Hampton Bay,Landscape Lighting,95.0,High,v2
196,"HALO H99 4 in. Steel Recessed Lighting Housing for Remodel Ceiling, No Insulation Contact, Air-Tite ",HALO,Recessed Light,100.0,High,v2
197,DIABLO 2-3/4 in. x 5 in. 150-Grit SandNET Reusable Sanding Sheets DND234150S10N,DIABLO,Unknown - Unable to Classify,6.0,No Match,v2
198,Wagner Control Pro 130 High Efficiency Airless Power Tank Paint and Stain Sprayer 580678,Wagner,Paint Sprayer,85.0,High,v2
199,Home Decorators Collection 37 in. W x 22 in D Quartz white Rectangular Single Sink Vanity Top in Sno,Home Decorators Collection,Sink,81.0,High,v2
200,Home Decorators Collection 37 in. W x 22 in. D Cultured Marble White Rectangular Single Sink Vanity ,Home Decorators Collection,Sink,81.0,High,v2
201,PRIVATE BRAND UNBRANDED Safety Glasses Indoor and Outdoor mirror Hard Coat EP6100 EP6100 Indoor&Outd,PRIVATE BRAND UNBRANDED,Plumbing Fitting,43.0,Low,v2
202,FREEZE MISER Outdoor Faucet Freeze Protector 2 Pack 6000-02,FREEZE MISER,Faucet,78.0,High,v2
203,"Hampton Bay 80 CFM Ceiling Mount Room Side Installation Heavy-Duty Bathroom Exhaust Fan, ENERGY STAR",Hampton Bay,Exhaust Fan,95.0,High,v2
204,DIABLO 6-1/2in. x 24-Teeth Framing Circular Saw Blade for Wood (2-Pack) D0624RVP,DIABLO,Saw,95.0,High,v2
205,DIABLO 4-1/2 in. Turbo Rim Masonry Diamond Cut Off Blade Value Pack (2-Pack) DDD045TUR1VP,DIABLO,Saw Blade,78.0,High,v2
206,TrafficMaster Quince Navy/Blue 5 x 7 Medallion Vinyl Area Rug 8214.42.51HD,TrafficMaster,Unknown - Unable to Classify,6.0,No Match,v2
207,Home Decorators Collection Harmony Gray 5 ft. x 7 ft. Abstract Indoor Machine Washable Area Rug 6103,Home Decorators Collection,Unknown - Unable to Classify,6.0,No Match,v2
208,DIABLO SPEEDemon High Speed Steel Spade Bit Set with Pouch (10-Piece) DSP2940-S10,DIABLO,Drill Bit,95.0,High,v2
209,Delta Lyndall 24 in. Wall Mount Towel Bar Bath Hardware Accessory in Polished Chrome LDL24-PC,Delta,Bathroom Towel Bar,95.0,High,v2
210,3M 13.8 oz. Super 77 Multipurpose Spray Adhesive 77-DSC,3M,Adhesive,80.0,High,v2
211,Everbilt Electric Water Heater Installation Kit EBWCB-07-18EKIT,Everbilt,Water Heater,100.0,High,v2
212,SharkBite Max 3/4 in. Push-to-Connect x 3/4 in. FIP x 18 in. Braided Stainless Steel Water Heater Co,SharkBite,Water Heater,95.0,High,v2
213,Philips Advance 40-Watt (F40T12) 1 or 2 Lamp 4 ft. T12 120V Rapid Start High Frequency Electronic Re,Philips Advance,Unknown - Unable to Classify,10.0,No Match,v2
214,KOHLER Setra Single-Handle Semi-Professional Kitchen Sink Faucet with Soap Dispenser in Matte Black ,KOHLER,Sink,95.0,High,v2
215,Delta Crestfield Toilet Paper Holder in Brushed Nickel 138035,Delta,Toilet,78.0,High,v2
216,Delta Crestfield 24 in. Wall Mounted Towel Bar in Brushed Nickel 138031,Delta,Bathroom Towel Bar,95.0,High,v2
217,KOHLER Kennon 33 in. Drop-In 1-Hole Single Bowl Neoroc Granite Composite Kitchen Sink in Matte Black,KOHLER,Sink,95.0,High,v2
218,Feit Electric 6 ft. Plug-In White Strip Light Cuttable Linkable Integrated LED Color Changing CCT On,Feit Electric,Under Cabinet Light,95.0,High,v2
219,Scotch 3/4 in. x 30 ft. Linerless Rubber Splicing Tape 41717-BX-10,Scotch,Tape,75.0,High,v2
220,Delta Greenwich II Wall Mount Round Closed Towel Ring Bath Hardware Accessory in Brushed Nickel GRE4,Delta,Bathroom Towel Bar,95.0,High,v2
221,Delta Crestfield 18 in. Towel Bar in Brushed Nickel 138029,Delta,Bathroom Towel Bar,95.0,High,v2
222,Glacier Bay Builders 2-Handle Deck-Mount Roman Tub Faucet in Brushed Nickel 461-3004,Glacier Bay,Faucet,83.0,High,v2
223,DIABLO Speed Demon High Speed Steel Spade Bit Set With Pouch (16-Piece) DSP2980-S16P,DIABLO,Drill Bit,95.0,High,v2
224,Delta Eldridge Single-Handle Pull Down Sprayer Kitchen Faucet with ShieldSpray Technology in Polishe,Delta,Faucet,95.0,High,v2
225,StyleWell Beckett Charcoal 6 ft. x 9 ft. Modern Geometric Living Room/Bedroom/Dining Room Area Rug G,StyleWell,Unknown - Unable to Classify,6.0,No Match,v2
226,Home Decorators Collection Fog Sage 5 ft. 3 in. x 7 ft. Indoor Area Rug 374100,Home Decorators Collection,Unknown - Unable to Classify,6.0,No Match,v2
227,Rubbermaid Roughneck 32 Gal. Vented Black Round Trash Can with Lid 2149500,Rubbermaid,Unknown - Unable to Classify,6.0,No Match,v2
228,Milwaukee SHOCKWAVE Impact Duty 1 in. Square #2 Alloy Steel Insert Bit (10-Pack) 48-32-5008,Milwaukee,Drill Bit,43.0,Low,v2
229,DEWALT MAXFIT ULTRA 3-1./2 in. Phillips 3 Steel Screwdriving Bit DWAF3PH3-1H,DEWALT,Unknown - Unable to Classify,6.0,No Match,v2
230,DEWALT 3.5 in. MAXFIT SQ2 Bit Tip DWA3SQ2-1,DEWALT,Drill,45.0,Low,v2
231,DEWALT MAXFIT ULTRA 1 in. T25 Steel Screwdriving Bits (2-Pack) DWAF1TX25-2H,DEWALT,Unknown - Unable to Classify,7.0,No Match,v2
232,DEWALT MAXFIT ULTRA 3/8 in. Carbon Steel Drive Socket Set (6-Piece) with 1/4 in. Adapter DWAFSFS6,DEWALT,Drill,43.0,Low,v2
233,Delta Greenwich II 18 in. Wall Mount Towel Bar Bath Hardware Accessory in Brushed Nickel GRE18-BN,Delta,Bathroom Towel Bar,95.0,High,v2
234,Coolaroo Oatmeal Cordless Light Filtering Fade Resistant Fabric Exterior Roller Shade 96 in. W x 72 ,Coolaroo,Window Shade,95.0,High,v2
235,Coolaroo Brown Cordless Light Filtering Fade Resistant Polypropylene Exterior Roller Shade 96 in. W ,Coolaroo,Window Shade,95.0,High,v2
236,Hampton Bay Commercial Wall-Mount Hose Reel 709,Hampton Bay,Unknown - Unable to Classify,12.0,No Match,v2
237,Coolaroo Oatmeal Cordless Light Filtering Fade Resistant Polypropylene Exterior Roller Shade 72 in. ,Coolaroo,Window Shade,95.0,High,v2
238,Klein Tools Digital Dual Range Non Contact Voltage Tester with LED Flashlight 12-1000V AC NCVT-3PR,Klein Tools,Voltage Tester,95.0,High,v2
239,Home Decorators Collection 37 in. W x 22 in. D Engineered Stone Composite White Rectangular Single S,Home Decorators Collection,Sink,81.0,High,v2
240,MOEN Genta Single-Handle 1-Spray Tub and Shower Faucet in Matte Black (Valve Included) 82760BL,MOEN,Bathtub,43.0,Low,v2
241,DEWALT MAXFIT ULTRA 3/8 in. Carbon Steel Drive Socket Set (6-Piece) with 1/4 in. Adapter DWAFSFS6,DEWALT,Drill,43.0,Low,v2
242,DEWALT MAXFIT 2 in. #25 Torx Bit with Small Bulk Storage (15-Piece) DWA2TX25MF15,DEWALT,Drill,43.0,Low,v2
243,DEWALT MAXFIT ULTRA 2 in. Phillips 3 Steel Screwdriving Bits (2-Pack) DWAF2PH3-2H,DEWALT,Unknown - Unable to Classify,6.0,No Match,v2
244,Husky 8 in. Classic Anvil Pruner Husky-16,Husky,Saw Blade,40.0,Low,v2
245,Oatey Designline 4 in. x 4 in. Stainless Steel Square Shower Drain with Square Pattern Drain Cover D,Oatey,Drain,95.0,High,v2
246,RYOBI ONE+ 18V Cordless High Power Inflator P738,RYOBI,Unknown - Unable to Classify,9.0,No Match,v2
247,Oatey Designline 6 in. x 6 in. Stainless Steel Square Shower Drain with Square Pattern Drain Cover D,Oatey,Drain,95.0,High,v2
248,Cerrowire 100 ft. 14 Gauge Green Solid Copper THHN Wire 112-1475CR,Cerrowire,Wire,95.0,High,v2
249,Coast G450 1630 Lumens Alkaline LED Handheld Flashlight 21864,Coast,Flashlight,95.0,High,v2
250,DEWALT MAXFIT Impact Rated 2 in. #2 Philips Steel Screwdriver Drill Bit (2-Piece) DWA2PH2MF2,DEWALT,Drill Bit,95.0,High,v2
251,DEWALT MAXFIT 1 in. #2 Philips Bit (2-Piece) DWA1PH2MF2,DEWALT,Drill,43.0,Low,v2
252,Leviton 100 Amp 20-Space Indoor Load Center with Main Breaker LP210-BDR RD0-LP210-BDR,Leviton,Load Center,95.0,High,v2
253,Hampton Bay Bryson 1-Light Matte Black Wall Sconce 65740,Hampton Bay,Wall Sconce,95.0,High,v2
254,Bondo 8 sq. ft. Fiberglass Cloth 20128,Bondo,Unknown - Unable to Classify,9.0,No Match,v2
255,Philips 40-Watt Equivalent G16.5 Smart Wi-Fi Vintage Edison LED Light Bulb Tunable White 2700 (K) Wi,Philips,LED Light Bulb,95.0,High,v2
256,HDX 36 in. Flat Bungee with Carabiner 56153,HDX,Spring,43.0,Low,v2
257,DEWALT MAXFIT 2 in. #1 Square Bit (2-Piece) DWA2SQ1MF2,DEWALT,Drill,43.0,Low,v2
258,DEWALT MAXFIT ULTRA 2 in. Phillips 1 Steel Screwdriving Bits (2-Pack) DWAF2PH1-2H,DEWALT,Unknown - Unable to Classify,6.0,No Match,v2
259,Liberty 10-Pack Top Ring 1-1/4 in. (31 mm) Classic Matte Black Round Cabinet Knobs P40052C-FB-SP,Liberty,Door Knob,40.0,Low,v2
260,Home Decorators Collection Westcourt 30 in. W x 22 in. D x 34 in. H Bath Vanity Cabinet without Top ,Home Decorators Collection,Unknown - Unable to Classify,8.0,No Match,v2
261,Delta Foundations 2-Piece 1.1 GPF/1.6 GPF Dual Flush Elongated Toilet in White C43913D-WH,Delta,Toilet,90.0,High,v2
262,Delta Foundations 2-Piece 1.1 GPF/1.6 GPF Dual Flush Round Toilet in White C41913D-WH,Delta,Toilet,90.0,High,v2
263,Commercial Electric Box on Top Integrated LED 6 in Round Canless Recessed Light for Kitchen Bathroom,Commercial Electric,LED Light Bulb,100.0,High,v2
264,Delta Foundations 2-Piece 1.28 GPF Single Flush Elongated Toilet in White C43913-WH,Delta,Toilet,93.0,High,v2
265,Commercial Electric 8 in. Multi-Purpose Wiring Tool CE190206,Commercial Electric,Wire,43.0,Low,v2
266,Philips 40-Watt Equivalent A15 Smart Wi-Fi Vintage Edison LED Light Bulb Tunable White 2700 (K) WiZ ,Philips,LED Light Bulb,95.0,High,v2
267,Hampton Bay Cairo 160 Lumen Low Voltage Square Transitional Black Integrated LED Waterproof Outdoor ,Hampton Bay,Landscape Lighting,100.0,High,v2
268,Home Decorators Collection Palermo Grove 10 in. 1-Light Gilded Iron Farmhouse Kitchen Island Mini-Pe,Home Decorators Collection,Pendant Light,95.0,High,v2
269,Philips 60-Watt Equivalent G25 Smart Wi-Fi Vintage Edison LED Light Bulb Tunable White 2700 (K) with,Philips,LED Light Bulb,95.0,High,v2
270,Commercial Electric Box on Top Integrated LED 4 in Round Canless Recessed Light for Kitchen Bathroom,Commercial Electric,LED Light Bulb,100.0,High,v2
271,Vigoro Torenia 64 in. Black Steel Shepherd Hook 87217,Vigoro,Unknown - Unable to Classify,6.0,No Match,v2
272,Home Decorators Collection 49 in. W x 22 in. D Ceramic White Rectangular Single Sink Vanity Top in W,Home Decorators Collection,Sink,81.0,High,v2
273,TrafficMaster Walnut Ember Java 4 MIL x 6 in. W x 36 in. L Peel and Stick Water Resistant Luxury Vin,TrafficMaster,Unknown - Unable to Classify,6.0,No Match,v2
274,DEWALT Original Equipment 3-In-1 Blade for 21 in. Battery Powered Walk-Behind Mowers DWO1DT233,DEWALT,Saw Blade,78.0,High,v2
275,Hampton Bay Halophane 5-Light Brushed Nickel Chandelier with Frosted Ribbed Glass Shades WB0390/SC-1,Hampton Bay,Chandelier,98.0,High,v2
276,Commercial Electric 7 in. Wire Cutting Pliers CE180837,Commercial Electric,Wire,81.0,High,v2
277,Unbranded Brushed Nickel Metal Oblong Pendant Shade with 2-1/4 in. Fitter 801255,Unbranded,Pendant Light,94.0,High,v2
278,Commercial Electric Box on Top Integrated LED 6 in Round Canless Recessed Light for Kitchen Bathroom,Commercial Electric,LED Light Bulb,100.0,High,v2
279,"Scotch 3/4 in x 1.5ft White Indoor Fasteners, 1 Set of Strips RF4710",Scotch,Unknown - Unable to Classify,6.0,No Match,v2
280,Glacier Bay Round Front Toilet Seat in Oak Veneer TSVRD001-HD,Glacier Bay,Toilet Seat,95.0,High,v2
281,EcoSmart 6.5 ft. RGBWIC Dynamic Color Changing Dimmable Linkable Plug-In LED Neon Flex Strip Light w,EcoSmart,LED Light Bulb,98.0,High,v2
282,FIRM GRIP Medium Flex Cuff Outdoor and Work Gloves (2-Pack) 43126-20,FIRM GRIP,Work Gloves,95.0,High,v2
283,Commercial Electric 4-Piece Nut Driver CE180651,Commercial Electric,Unknown - Unable to Classify,8.0,No Match,v2
284,"Werner 8 ft. - 10 ft., 22.5 in. x 54 in. Wood Attic Ladder with 250 lb. Maximum Load Capacity WU2210",Werner,Ladder,85.0,High,v2
285,Delta Foundations 2-Piece 1.28 GPF Single Flush Round Toilet in White C41913-WH,Delta,Toilet,93.0,High,v2
286,Milwaukee X-Large Performance Work Gloves 48-22-8723,Milwaukee,Work Gloves,95.0,High,v2
287,Hampton Bay Wireless Battery Operated Tabletop Doorbell Kit with LED Strobe Light and Wireless Push ,Hampton Bay,LED Light Bulb,91.0,High,v2
288,Concord Global Trading Retro Gray 3 ft. x 4 ft. Contemporary Area Rug 46623,Concord Global Trading,Unknown - Unable to Classify,6.0,No Match,v2
289,"Gorilla Ladders 19 ft. Reach MPXT Aluminum Multi-Position Ladder with Project Top, 375 lbs. Load Cap",Gorilla Ladders,Ladder,100.0,High,v2
290,Frost King 3/8 in. x 7/8 in. x 17 ft. Tan Vinyl Clad Foam Weatherstrip with Flange 1700/17,Frost King,Window,46.0,Low,v2
291,MOEN Haelyn Single-Handle Pull-Down Sprayer Kitchen Faucet with Reflex and Power Boost in Spot Resis,MOEN,Faucet,95.0,High,v2
292,Philips 28W Equivalent 46 in. High Efficiency Linear T5 Type A InstantFit Cool White LED Tube Light ,Philips,LED Light Bulb,95.0,High,v2
293,"Commercial Electric 15 ft. CAT5e UTP Ethernet Cable, Yellow 575698-15",Commercial Electric,Cable,78.0,High,v2
294,Square D Homeline 50 Amp 2-Space 4-Circuit Spa Panel Main Lug Load Center HOME250SPA,Square D,Load Center,95.0,High,v2
295,Everbilt Twist and Close 1-1/2 in. Schedule 40 White PVC Pipe Bath Waste and Overflow Drain in Chrom,Everbilt,Drain,78.0,High,v2
296,Kidde Residential and Kitchen 1-A:10-B:C Class ABC and Class BC 5.5 lbs. Fire Extinguisher (2-Pack) ,Kidde,Level,43.0,Low,v2
297,Commercial Electric Ultra Slim Integrated LED 4 in Round Adj Color Temp Canless Recessed Light for K,Commercial Electric,LED Light Bulb,100,High,v2
298,BEYOND BRIGHT 20-Watt 72 LED Lamp Lights 6500K Garage Ultra-Bright BEBRBLZ-PD32,BEYOND BRIGHT,LED Light Bulb,100.0,High,v2
299,Commercial Electric White 1-Gang Cable Pass-Through Plastic Wall Plate TV Multimedia Recessed Box 50,Commercial Electric,Wall Plate,95.0,High,v2
300,Commercial Electric Slim Baffle Integrated LED 4 in Round Adj Color Temp Canless Recessed Light for ,Commercial Electric,Recessed Light,95.0,High,v2
301,"Commercial Electric Bookshelf Speaker Wall Mounts, No Stud Required (Set of 2) MB-74230",Commercial Electric,Unknown - Unable to Classify,6.0,No Match,v2
302,Milwaukee Medium Black Nitrile Level 1 Cut Resistant Dipped Work Gloves 48-73-8901,Milwaukee,Work Gloves,95.0,High,v2
303,Milwaukee X-Large Demolition Gloves 48-22-8733,Milwaukee,Work Gloves,78.0,High,v2
304,Milwaukee Large Demolition Gloves 48-22-8732,Milwaukee,Work Gloves,78.0,High,v2
305,Anvil Replacement Blade THD-blade-set,Anvil,Saw Blade,80.0,High,v2
306,Everbilt 4 in. Gray Rubber Like TPR and Steel Swivel Plate Caster with 250 lb. Load Rating 4033445EB,Everbilt,Unknown - Unable to Classify,9.0,No Match,v2
307,VELCRO ALFA-LOK 1 in. x 1 in. Squares in Black (16 Sets per Pack) VEL-30180-USA,VELCRO,Tape,40.0,Low,v2
308,VELCRO 24 in. x 3/4 in. Sticky Back for Fabrics Tape Black VEL-91878-USA,VELCRO,Tape,75.0,High,v2
309,VELCRO ALFA-LOK 1 in. x 1 in. Squares in Black (6 Sets per Pack) VEL-30177-USA,VELCRO,Tape,40.0,Low,v2
310,VELCRO 5 ft. x 3/4 in. Sticky Back Tape 90087,VELCRO,Tape,78.0,High,v2
311,Milwaukee Medium Demolition Gloves 48-22-8731,Milwaukee,Work Gloves,78.0,High,v2
312,"Broan-NuTone Roomside Series 80 CFM Ceiling Bathroom Exhaust Fan with CleanCover, ENERGY STAR AERN80",Broan-NuTone,Exhaust Fan,95.0,High,v2
313,ReVent 80 CFM Ceiling/Wall Mount Quiet Easy Roomside Installation Bathroom/Bath Exhaust Fan with Mod,ReVent,Exhaust Fan,95.0,High,v2
314,Broan-NuTone 50 CFM Ceiling Bathroom Exhaust Fan with Incandescent Light 763N,Broan-NuTone,Exhaust Fan,95.0,High,v2
315,Glacier Bay Dolancourt Tight Radius 33 in. Drop-In 50/50 Double Bowl 18 Gauge Stainless Steel Kitche,Glacier Bay,Sink,95.0,High,v2
316,ReVent 110 CFM Ceiling/Wall Mount Quiet Easy Roomside Installation Bathroom/Bath Exhaust Fan with Hu,ReVent,Exhaust Fan,95.0,High,v2
317,KOHLER Cimarron Toilet Trip Lever in Chrome GP1034693-CP,KOHLER,Toilet,78.0,High,v2
318,Glacier Bay Dolancourt Tight Radius 25 in. Drop-In Single Bowl 18 Gauge Stainless Steel Kitchen Sink,Glacier Bay,Sink,95.0,High,v2
319,Commercial Electric Outlet Tester OT-112,Commercial Electric,Electrical Outlet,78.0,High,v2
320,Andersen 36 in. x 80 in. LuminAire Sandtone for Single Entry Door 32 in.-36 in. Universal Handed Alu,Andersen,Unknown - Unable to Classify,6.0,No Match,v2
321,"Broan-NuTone QT Series 130 CFM Ceiling Bathroom Exhaust Fan with LED Light and Night Light, ENERGY S",Broan-NuTone,Exhaust Fan,95.0,High,v2
322,Milwaukee X-Large Black Nitrile Level 1 Cut Resistant Dipped Work Gloves 48-73-8903,Milwaukee,Work Gloves,95.0,High,v2
323,PRIVATE BRAND UNBRANDED 12 in. 2-Light White Frosted Semi-Flush Mount HM-21022401,PRIVATE BRAND UNBRANDED,Flush Mount Light,95.0,High,v2
324,Lithonia Lighting GTL 24 in. x 48 in. 128-Watt Equivalent Integrated LED White Troffer Light 4000K 2,Lithonia Lighting,LED Light Bulb,98.0,High,v2
325,"Metalux 2 ft. x 2 ft. 51-Watt Equivalent Integrated LED White Center Lens Troffer, 4000K Bright Whit",Metalux,Troffer Light,81.0,High,v2
326,Commercial Electric 1-Pack 2 ft. x 4 ft. 128-Watt Equivalent Integrated LED White Prismatic Lens Com,Commercial Electric,Troffer Light,86.0,High,v2
327,CASAINC 1-Spray Pattern with 1.8 GPM 10 in. with 1.8 GPM Wall Mount Square Fixed Shower Head in Brus,CASAINC,Showerhead,95.0,High,v2
328,Husky 12 in. Groove Joint Pliers 48065,Husky,Unknown - Unable to Classify,9.0,No Match,v2
329,Glacier Bay Dolancourt Tight Radius 33 in. Drop-In Single Bowl 18G Stainless Steel Workstation Kitch,Glacier Bay,Sink,95.0,High,v2
330,"Metalux 2 ft. x 4 ft. 64-Watt Equivalent Integrated LED White Center Lens Troffer, 4000K Bright Whit",Metalux,Troffer Light,81.0,High,v2
331,Speakman 3-Spray Patterns with 2.5 GPM 2.75 in. Wall Mount Fixed Showerhead in Matte Black SR-2252-M,Speakman,Showerhead,92.0,High,v2
332,Andersen 36in.x 80in. LuminAire Charcoal Gray for Single Entry Door 32in.-36in. Universal Handed Alu,Andersen,Unknown - Unable to Classify,6.0,No Match,v2
333,KOHLER Capilano 18 in. Towel Bar in Matte Black K-R26682-BL,KOHLER,Bathroom Towel Bar,95.0,High,v2
334,Andersen 36 in. x 80 in. LuminAire Bronze for Single Entry Door 32 in.-36 in. Universal Handed Alumi,Andersen,Unknown - Unable to Classify,6.0,No Match,v2
335,Grip-Rite 2-3/8 in. x 0.113 in. 30° Paper Collated Exterior Galvanized Offset Round Head Ring Shank ,Grip-Rite,Tape,40.0,Low,v2
336,Husky 25 ft. 12/3 Lighted Extension Cord HW12325,Husky,Extension Cord,95.0,High,v2
337,Anvil 1-1/4 in. Steel Corner Bead Tool with 24 oz. Rubber Mallet 82092,Anvil,Unknown - Unable to Classify,6.0,No Match,v2
338,TrafficMaster All Seasons Tulip Scroll Granite 24 in. x 39 in. Door Mat 60787172924x39,TrafficMaster,Unknown - Unable to Classify,6.0,No Match,v2
339,Glacier Bay Dolancourt Tight Radius 33 in. Drop-In Single Bowl 18 Gauge Stainless Steel Kitchen Sink,Glacier Bay,Sink,95.0,High,v2
340,Cub Cadet Original Equipment 42 in. Mulching Kit with Blades for Lawn Tractors and Zero Turn Mowers ,Cub Cadet,Saw Blade,40.0,Low,v2
341,Husky Folding Lock-Back Utility Knife 00000,Husky,Saw Blade,42.0,Low,v2
342,DIABLO 8-1/2in. x 60-Tooth Fine Finish Circular Saw Blade for Wood D0860S,DIABLO,Saw,95.0,High,v2
343,Feit Electric 40-Watt Equivalent B10 E12 Candelabra Dim White Filament Clear Glass Chandelier LED Li,Feit Electric,LED Light Bulb,95.0,High,v2
344,Wright Products 2-3/4 in. Black Self-Closing Hinge Set (1-Pair) V221BL,Wright Products,Door Hinge,75.0,High,v2
345,"Wright Products Villa Pull Handle for Screen and Storm Doors, White VIL333WH",Wright Products,Unknown - Unable to Classify,6.0,No Match,v2
346,Hampton Bay Melton 1-Light Polished Nickel Transitional Pendant with Clear Glass Shade and Silver Co,Hampton Bay,Pendant Light,95.0,High,v2
347,Home Decorators Collection VICINO 12.61 in. W x 5.71 in. H 2-Light Brushed Nickel Integrated LED Bat,Home Decorators Collection,LED Light Bulb,95.0,High,v2
348,Hampton Bay Hensley 4.75 in. W x 11 in. H 1-Light Satin Nickel Mini Pendant with Metal Cylinder Shad,Hampton Bay,Pendant Light,95.0,High,v2
349,Hampton Bay Creekford 3-Light Brushed Nickel Chandelier with Frosted Glass Shades HON8113A,Hampton Bay,Chandelier,91.0,High,v2
350,Commercial Electric Creekford 3-Light Brushed Nickel Pendant with Frosted Glass Shade HON8913A,Commercial Electric,Pendant Light,95.0,High,v2
351,Hampton Bay Creekford 5-Light Brushed Nickel Chandelier with Frosted Glass Shades HON8115A,Hampton Bay,Chandelier,91.0,High,v2
352,Home Decorators Collection Orbit 1-Light Black Mini Pendant with Black Metal Strap Design and Bulb I,Home Decorators Collection,Unknown - Unable to Classify,6.0,No Match,v2
353,Wright Products Brookfield Surface Mount Latch in Satin Nickel VBR225SN,Wright Products,Door Handle,40.0,Low,v2
354,MARSHALLTOWN 18 in. x 4 in. Finishing Trowel - Curved Durasoft Handle MXS81D-HD,MARSHALLTOWN,Saw Blade,40.0,Low,v2
355,Husky 800-Lumen LED Utility Lights 2-Modes with Magnetic Handle and Batteries (2-Pack) HSKY8002PKUL,Husky,Shop Light,100.0,High,v2
356,SharkBite 3/4 in. Scale Prevention Water Filtration System SBHF10,SharkBite,Water Heater,40.0,Low,v2
357,Hampton Bay 2.6 ft. 4-Lights Black Integrated LED Fixed Track Lighting Kit 23055-003,Hampton Bay,Track Lighting,95.0,High,v2
358,,,Unknown - Missing Data,0,No Data,v2
359,Commercial Electric 3 ft. 30-Watt 4000K Bright White 1-Light 3000 Lumens White Integrated LED Hangin,Commercial Electric,Shop Light,95.0,High,v2
360,Glacier Bay Foxton Single-Handle Single-Hole Bathroom Faucet in Chrome HDQFS6A0235CP,Glacier Bay,Faucet,95.0,High,v2
361,Husky Magnetic Small Parts Tray Set with Pickup Tool and 300 Lumens Head Lamp 90661,Husky,Fastener,40.0,Low,v2
362,"Duracell Coppertop Alkaline AAA Battery (10-Pack), Triple A Batteries 004133317064",Duracell,Smoke Detector,43.0,Low,v2
363,,,Unknown - Missing Data,0,No Data,v2
364,Kidde 10-Year Battery Powered Smoke and Carbon Monoxide Detector with Alarm LED Warning Lights 21031,Kidde,Smoke Detector,98.0,High,v2
365,HDX FMS-1-S Standard Refrigerator Water Filter Replacement Fits Samsung HAF-CU1S (3-Pack) 107126,HDX,Unknown - Unable to Classify,6.0,No Match,v2
366,Kapro 1-5/8 in. Bulls Eye Surface Level 240-01,Kapro,Level,78.0,High,v2
367,Hampton Bay 4-ft. 3-Light Black Integrated LED Linear Track Lighting Kit with Mini Cylinder Track He,Hampton Bay,Track Lighting,95.0,High,v2
368,"Commercial Electric Specialty Elite 2 in. LED Gimble Canless Recessed Light, Adjustable CCT 92311",Commercial Electric,Recessed Light,95.0,High,v2
369,Commercial Electric Ultra Directional Integrated LED 4 in Round Adj Color Temp Canless Recessed Ligh,Commercial Electric,Recessed Light,95.0,High,v2
370,Rod Desyne 84 in. - 120 in. Telescoping 5/8 in. Single Curtain Rod Kit in Black with Luna Finial 571,Rod Desyne,Curtain Rod,95.0,High,v2
371,Unbranded 28 in. - 48 in. Single Curtain Rod in White with Finial HMag28-01-2PC,Unbranded,Curtain Rod,95.0,High,v2
372,Search Results for 1004528984 at The Home Depot,,Curtain Rod,40.0,Low,v2
373,Home Decorators Collection White Cordless Faux Wood Blinds for Windows with 2 in. Slats - 28 in. W x,Home Decorators Collection,Unknown - Unable to Classify,5.0,No Match,v2
374,MSI Carrara White 6 in. x 12 in. Polished Marble Floor and Wall Tile (5 sq. ft./Case) TCARWHT612P,MSI,Unknown - Unable to Classify,3.0,No Match,v2
375,,,Unknown - Missing Data,0,No Data,v2
376,Milwaukee 10 in. Straight-Cut Aviation Snips 48-22-4530,Milwaukee,Fastener,40.0,Low,v2
377,RYOBI 40V HP Brushless 21 in. Cordless Battery Walk Behind Self-Propelled Lawn Mower with (2) 6.0 Ah,RYOBI,Saw Blade,40.0,Low,v2
378,HOMACER 48 in. x 84 in. 5-in-1 Design Unfinished Solid Natural Pine Wood Panel Interior Sliding Barn,HOMACER,Door Handle,42.0,Low,v2
379,StyleWell 48 in. - 84 in. Telescoping 5/8 in. Single Curtain Rod Kit in Oil-Rubbed Bronze with Trump,StyleWell,Curtain Rod,95.0,High,v2
380,HOMACER 48 in. x 84 in. 5-in-1 Design Unfinished Solid Natural Pine Wood Panel Interior Sliding Barn,HOMACER,Door Handle,42.0,Low,v2
