product_id,title,brand,product_type,category,price,rating,confidence_score
165,TrimMaster Satin Nickel 5.5mm x 74 in. Aluminum Stair Nosing Floor Transition Strip HLVT7SN74,TrimMaster,Other/Uncategorized,uncategorized,25.99,4.3,80
166,RYOBI ONE+ 18V Cordless Hybrid 3000 Lumens LED Panel Light (Tool Only) PCL631B,RYOBI,Lighting (Other),lighting,96.92,4.9,100
167,Hampton Bay Ashhurst 1-Light ORB Wall Sconce with Switch JIB8401AX-02/OR,Hampton Bay,Wall Sconce,lighting,18.97,4.8,100
168,Glacier Bay 33 in. Drop-In Single Bowl 18 Gauge Stainless Steel Kitchen Sink with Pull-Down Faucet VT3322D1,Glacier Bay,Faucet,plumbing,299.0,4.5,100
169,Hampton Bay Ashhurst 1-Light Brushed Nickel Wall Sconce with Switch JIB8401AX-02/BN,Hampton Bay,Wall Sconce,lighting,18.97,4.8,100
170,Commercial Electric 11 in. 100-Watt Equivalent Oil-Rubbed Bronze Integrated LED Flush Mount with Frosted Glass Shade (2-Pack) HQV8011L/ORB,Commercial Electric,Flush Mount Light,lighting,40.47,4.1,100
171,Hampton Bay Pratford 2.6 ft. 4-Light Brushed Nickel Integrated LED Fixed Track Lighting Kit 23055-000,Hampton Bay,Track Light,lighting,94.97,4.6,100
172,Hampton Bay Lamar Park 50 Lumen Low Voltage Black Integrated LED Waterproof Outdoor Path Lights with Easy Clip Connectors (6-Pack) L08207,Hampton Bay,Lighting (Other),lighting,69.97,4.1,80
173,CASTICO 36 in. W x 60 in. L x 1.125 in. H Alcove Solid Composite Stone Shower Pan Base with L/R Drain in Carrara Sand 1B1S-3660SECA,CASTICO,Drain,plumbing,609.0,4.5,100
174,Milwaukee AIR-TIP 1-1/4 in. - 2-1/2 in. Pivoting Extension Wand Wet/Dry Shop Vacuum Attachment (1-Piece) 49-90-2031,Milwaukee,Other/Uncategorized,uncategorized,19.97,4.7,100
175,KOHLER Capilano Single-Handle 3-Spray Tub and Shower Faucet in Vibrant Brushed Nickel (Valve Included) K-R26930-4G-BN,KOHLER,Faucet,plumbing,180.0,3.6,100
176,Feit Electric OneSync Landscape 40 Lumens Bronze Solar Integrated LED Outdoor Path Light with Dusk-To-Dawn Multi-CCT+RGB Wireless PATH/SYNC/SOL/BZ/RP,Feit Electric,Lighting (Other),lighting,48.24,4.0,100
177,Home Decorators Collection Closmere 5 in. 1-Light Brushed Gold Mid-Century Modern Wall Sconce with Clear Glass Shade HB3696-338,Home Decorators Collection,Wall Sconce,lighting,59.97,4.7,100
178,Hampton Bay Darlington 4.5 in. 1-Light Brushed Nickel Transitional Wall Sconce with Frosted Opal Glass Shade 17678,Hampton Bay,Wall Sconce,lighting,39.99,4.6,100
179,Hampton Bay Byrson 6 in. 1-Light Matte Black Wall Sconce Light with Plug-In/Hardwire White Fabric Shade for Indoor Use 65755,Hampton Bay,Wall Sconce,lighting,44.97,4.0,100
180,Home Decorators Collection Keighley Integrated LED Chrome and Crystal Indoor Wall Sconce Light Fixture C6360,Home Decorators Collection,Vanity Light,lighting,79.97,4.7,100
181,Hampton Bay Upton Brushed Nickel LED Sconce RS513859,Hampton Bay,Wall Sconce,lighting,64.97,4.7,100
182,Hampton Bay Obsidian 8.5 in. 1-Light Brushed Nickel Wall Sconce with Frosted Glass Shade RS228470,Hampton Bay,Wall Sconce,lighting,44.97,4.6,100
183,Home Decorators Collection Downing 1-Light Polished Nickel/Corona Bronze Wall Sconce 28011,Home Decorators Collection,Wall Sconce,lighting,59.97,4.8,100
184,Glacier Bay Stancliff 25 in. Single Sink Elm Ember Bath Vanity with White Cultured Marble Top (Assembled) ST24P2-EE,Glacier Bay,Door Hinge,locks,269.0,4.3,100
185,Glacier Bay 33 in. Drop-In 60/40 Double Bowl 18 Gauge Stainless Steel Kitchen Sink with Pull-Down Faucet VT3322G2,Glacier Bay,Faucet,plumbing,329.0,4.6,100
186,Feit Electric OneSync Landscape 40 Lumens Bronze Solar Integrated LED Outdoor Path Light w/Dusk-To-Dawn CCT+RGB Wireless Remote 2-Pack PATHSYNC/SOL/BZ/2/RP,Feit Electric,Lighting (Other),lighting,99.26,3.6,100
187,Commercial Electric 11 in. White Integrated LED Dimmable Flush Mount Puff with Adjustable CCT and RGB at 1400 Lumens Powered by Hubspace CD44bRGBW11W,Commercial Electric,Flush Mount Light,lighting,31.85,4.4,100
188,Hampton Bay 540 Lumen Low Voltage Millennium Black Adjustable Light Color Integrated LED Outdoor Landscape Flood Light IWH1501LL-5,Hampton Bay,Lighting (Other),lighting,49.97,4.6,100
189,Hampton Bay 10-Watt Equivalent Low Voltage Black LED Outdoor Spotlight with Smart App Control (1-Pack) Powered by Hubspace L08557-BK,Hampton Bay,Lighting (Other),lighting,51.78,4.1,100
190,Commercial Electric 36 in. LED White Direct Wire Under Cabinet Light 57005N-WH,Commercial Electric,Lighting (Other),lighting,49.47,4.3,100
191,ULTRA PROGRADE ProWire Direct Wire 18 in. LED Oil-Rubbed Bronze Under Cabinet Light 64770-T1,ULTRA PROGRADE,Light Fixture,lighting,44.97,4.5,100
192,Home Decorators Collection Harmony Denim 2 ft. x 7 ft. Indoor Machine Washable Runner Rug 607228,Home Decorators Collection,Other/Uncategorized,uncategorized,39.97,4.6,100
193,Hampton Bay 10-Watt Equivalent Low Voltage Black LED Outdoor Landscape Spotlight with Smart App Control (3-Pack) Powered by Hubspace L08557,Hampton Bay,Lighting (Other),lighting,129.0,4.1,100
194,DIABLO 2-3/4 in. x 5 in. 100-Grit SandNET Reusable Sanding Sheets DND234100S10N,DIABLO,Other/Uncategorized,uncategorized,9.97,4.4,100
195,Husky Folding Lock-Back Utility Knife (3-Pack) 99732,Husky,Lock/Hardware,locks,21.97,4.7,100
196,Hampton Bay 75-Watt Equivalent Low Voltage Black LED Outdoor Landscape Flood Light Powered by Hubspace L08157,Hampton Bay,Lighting (Other),lighting,59.17,3.8,100
197,"HALO H99 4 in. Steel Recessed Lighting Housing for Remodel Ceiling, No Insulation Contact, Air-Tite (6-Pack) H99RTAT-6PK",HALO,Recessed Light,lighting,128.88,4.1,100
198,DIABLO 2-3/4 in. x 5 in. 150-Grit SandNET Reusable Sanding Sheets DND234150S10N,DIABLO,Other/Uncategorized,uncategorized,9.95,4.4,100
199,Wagner Control Pro 130 High Efficiency Airless Power Tank Paint and Stain Sprayer 580678,Wagner,Paint,paint,229.0,3.9,100
200,Home Decorators Collection 37 in. W x 22 in D Quartz white Rectangular Single Sink Vanity Top in Snow Orchid BT37BQ1388-RS,Home Decorators Collection,Sink,plumbing,309.0,4.4,100
201,Home Decorators Collection 37 in. W x 22 in. D Cultured Marble White Rectangular Single Sink Vanity Top in Everest SE37THR-ER,Home Decorators Collection,Faucet,plumbing,429.0,4.0,100
202,PRIVATE BRAND UNBRANDED Safety Glasses Indoor and Outdoor mirror Hard Coat EP6100 EP6100 Indoor&Outdoor mirror,PRIVATE BRAND UNBRANDED,Other/Uncategorized,uncategorized,9.88,4.7,100
203,FREEZE MISER Outdoor Faucet Freeze Protector 2 Pack 6000-02,FREEZE MISER,Faucet,plumbing,58.95,4.6,100
204,"Hampton Bay 80 CFM Ceiling Mount Room Side Installation Heavy-Duty Bathroom Exhaust Fan, ENERGY STAR BPT13-14MG",Hampton Bay,Other/Uncategorized,uncategorized,59.98,4.5,100
205,DIABLO 6-1/2in. x 24-Teeth Framing Circular Saw Blade for Wood (2-Pack) D0624RVP,DIABLO,Saw,tools,12.88,4.8,100
206,DIABLO 4-1/2 in. Turbo Rim Masonry Diamond Cut Off Blade Value Pack (2-Pack) DDD045TUR1VP,DIABLO,Other/Uncategorized,uncategorized,19.88,4.8,100
207,TrafficMaster Quince Navy/Blue 5 x 7 Medallion Vinyl Area Rug 8214.42.51HD,TrafficMaster,Stain,paint,69.0,4.7,100
208,Home Decorators Collection Harmony Gray 5 ft. x 7 ft. Abstract Indoor Machine Washable Area Rug 610303,Home Decorators Collection,Other/Uncategorized,uncategorized,159.0,4.3,100
209,DIABLO SPEEDemon High Speed Steel Spade Bit Set with Pouch (10-Piece) DSP2940-S10,DIABLO,Drill,tools,12.88,4.7,100
210,Delta Lyndall 24 in. Wall Mount Towel Bar Bath Hardware Accessory in Polished Chrome LDL24-PC,Delta,Other/Uncategorized,uncategorized,34.64,3.8,100
211,3M 13.8 oz. Super 77 Multipurpose Spray Adhesive 77-DSC,3M,Other/Uncategorized,uncategorized,13.27,4.4,100
212,Everbilt Electric Water Heater Installation Kit EBWCB-07-18EKIT,Everbilt,Water Heater,uncategorized,52.37,4.0,100
213,SharkBite Max 3/4 in. Push-to-Connect x 3/4 in. FIP x 18 in. Braided Stainless Steel Water Heater Connector UR3088FX18,SharkBite,Water Heater,uncategorized,19.99,4.8,100
214,Philips Advance 40-Watt (F40T12) 1 or 2 Lamp 4 ft. T12 120V Rapid Start High Frequency Electronic Replacement Ballast (RELB2S40N) 520395,Philips Advance,Lighting (Other),lighting,24.47,4.6,100
215,KOHLER Setra Single-Handle Semi-Professional Kitchen Sink Faucet with Soap Dispenser in Matte Black K-R29343-SD-BL,KOHLER,Faucet,plumbing,299.0,4.4,100
216,Delta Crestfield Toilet Paper Holder in Brushed Nickel 138035,Delta,Other/Uncategorized,uncategorized,30.88,4.6,100
217,Delta Crestfield 24 in. Wall Mounted Towel Bar in Brushed Nickel 138031,Delta,Other/Uncategorized,uncategorized,37.93,4.7,100
218,KOHLER Kennon 33 in. Drop-In 1-Hole Single Bowl Neoroc Granite Composite Kitchen Sink in Matte Black RH8437-1-CM1,KOHLER,Sink,plumbing,334.68,4.4,100
219,Feit Electric 6 ft. Plug-In White Strip Light Cuttable Linkable Integrated LED Color Changing CCT Onesync Under Cabinet Light (1-Pack) UCL72/FLEX/5CCT,Feit Electric,Electrical Outlet,electrical,36.97,3.9,100
220,Scotch 3/4 in. x 30 ft. Linerless Rubber Splicing Tape 41717-BX-10,Scotch,Other/Uncategorized,uncategorized,14.41,4.8,100
221,Delta Greenwich II Wall Mount Round Closed Towel Ring Bath Hardware Accessory in Brushed Nickel GRE46-BN,Delta,Other/Uncategorized,uncategorized,17.98,4.7,100
222,Delta Crestfield 18 in. Towel Bar in Brushed Nickel 138029,Delta,Other/Uncategorized,uncategorized,39.19,4.7,100
223,Glacier Bay Builders 2-Handle Deck-Mount Roman Tub Faucet in Brushed Nickel 461-3004,Glacier Bay,Faucet,plumbing,183.69,4.4,100
224,DIABLO Speed Demon High Speed Steel Spade Bit Set With Pouch (16-Piece) DSP2980-S16P,DIABLO,Drill,tools,21.87,4.7,100
225,Delta Eldridge Single-Handle Pull Down Sprayer Kitchen Faucet with ShieldSpray Technology in Polished Chrome 19842Z-SD-DST,Delta,Faucet,plumbing,189.0,4.5,100
226,StyleWell Beckett Charcoal 6 ft. x 9 ft. Modern Geometric Living Room/Bedroom/Dining Room Area Rug GCEL04A-6709,StyleWell,Other/Uncategorized,uncategorized,74.97,4.7,100
227,Home Decorators Collection Fog Sage 5 ft. 3 in. x 7 ft. Indoor Area Rug 374100,Home Decorators Collection,Other/Uncategorized,uncategorized,154.74,4.2,100
228,Rubbermaid Roughneck 32 Gal. Vented Black Round Trash Can with Lid 2149500,Rubbermaid,Other/Uncategorized,uncategorized,29.97,4.4,100
229,Milwaukee SHOCKWAVE Impact Duty 1 in. Square #2 Alloy Steel Insert Bit (10-Pack) 48-32-5008,Milwaukee,Other/Uncategorized,uncategorized,9.97,4.6,100
230,DEWALT MAXFIT ULTRA 3-1./2 in. Phillips 3 Steel Screwdriving Bit DWAF3PH3-1H,DEWALT,Other/Uncategorized,uncategorized,3.97,4.5,100
231,DEWALT 3.5 in. MAXFIT SQ2 Bit Tip DWA3SQ2-1,DEWALT,Drill,tools,3.86,4.0,100
232,DEWALT MAXFIT ULTRA 1 in. T25 Steel Screwdriving Bits (2-Pack) DWAF1TX25-2H,DEWALT,Other/Uncategorized,uncategorized,3.97,4.5,100
233,DEWALT MAXFIT ULTRA 3/8 in. Carbon Steel Drive Socket Set (6-Piece) with 1/4 in. Adapter DWAFSFS6,DEWALT,Other/Uncategorized,uncategorized,19.97,4.7,100
234,Delta Greenwich II 18 in. Wall Mount Towel Bar Bath Hardware Accessory in Brushed Nickel GRE18-BN,Delta,Other/Uncategorized,uncategorized,23.98,4.6,100
235,Coolaroo Oatmeal Cordless Light Filtering Fade Resistant Fabric Exterior Roller Shade 96 in. W x 72 in. L 458379,Coolaroo,Lighting (Other),lighting,92.98,4.1,100
236,Coolaroo Brown Cordless Light Filtering Fade Resistant Polypropylene Exterior Roller Shade 96 in. W x 72 in. L 458348,Coolaroo,Lighting (Other),lighting,92.98,4.1,100
237,Hampton Bay Commercial Wall-Mount Hose Reel 709,Hampton Bay,Other/Uncategorized,uncategorized,104.54,4.4,100
238,Coolaroo Oatmeal Cordless Light Filtering Fade Resistant Polypropylene Exterior Roller Shade 72 in. W x 72 in. L 458362,Coolaroo,Lighting (Other),lighting,72.98,4.1,100
239,Klein Tools Digital Dual Range Non Contact Voltage Tester with LED Flashlight 12-1000V AC NCVT-3PR,Klein Tools,Light Fixture,lighting,29.97,4.6,100
240,Home Decorators Collection 37 in. W x 22 in. D Engineered Stone Composite White Rectangular Single Sink Vanity Top in Pulsar SE37R-PR,Home Decorators Collection,Faucet,plumbing,299.0,4.0,100
241,MOEN Genta Single-Handle 1-Spray Tub and Shower Faucet in Matte Black (Valve Included) 82760BL,MOEN,Faucet,plumbing,185.47,4.2,100
242,DEWALT MAXFIT ULTRA 3/8 in. Carbon Steel Drive Socket Set (6-Piece) with 1/4 in. Adapter DWAFSFS6,DEWALT,Other/Uncategorized,uncategorized,19.97,4.7,100
243,DEWALT MAXFIT 2 in. #25 Torx Bit with Small Bulk Storage (15-Piece) DWA2TX25MF15,DEWALT,Other/Uncategorized,uncategorized,14.69,4.9,100
244,DEWALT MAXFIT ULTRA 2 in. Phillips 3 Steel Screwdriving Bits (2-Pack) DWAF2PH3-2H,DEWALT,Other/Uncategorized,uncategorized,4.47,4.5,100
245,Husky 8 in. Classic Anvil Pruner Husky-16,Husky,Other/Uncategorized,uncategorized,14.98,4.1,100
246,Oatey Designline 4 in. x 4 in. Stainless Steel Square Shower Drain with Square Pattern Drain Cover DSS2040R2,Oatey,Electrical Outlet,electrical,44.61,4.8,100
247,RYOBI ONE+ 18V Cordless High Power Inflator P738,RYOBI,Valve,plumbing,40.0,4.6,100
248,Oatey Designline 6 in. x 6 in. Stainless Steel Square Shower Drain with Square Pattern Drain Cover DSS2060R2,Oatey,Electrical Outlet,electrical,52.37,4.8,100
249,Cerrowire 100 ft. 14 Gauge Green Solid Copper THHN Wire 112-1475CR,Cerrowire,Other/Uncategorized,uncategorized,50.0,4.7,100
250,Coast G450 1630 Lumens Alkaline LED Handheld Flashlight 21864,Coast,Lighting (Other),lighting,41.02,4.8,100
251,DEWALT MAXFIT Impact Rated 2 in. #2 Philips Steel Screwdriver Drill Bit (2-Piece) DWA2PH2MF2,DEWALT,Drill,tools,4.47,3.4,100
252,DEWALT MAXFIT 1 in. #2 Philips Bit (2-Piece) DWA1PH2MF2,DEWALT,Other/Uncategorized,uncategorized,3.97,4.0,100
253,Leviton 100 Amp 20-Space Indoor Load Center with Main Breaker LP210-BDR RD0-LP210-BDR,Leviton,Circuit Breaker,electrical,104.0,5.0,100
254,Hampton Bay Bryson 1-Light Matte Black Wall Sconce 65740,Hampton Bay,Wall Sconce,lighting,29.97,4.7,100
255,Bondo 8 sq. ft. Fiberglass Cloth 20128,Bondo,Other/Uncategorized,uncategorized,6.62,4.6,100
256,Philips 40-Watt Equivalent G16.5 Smart Wi-Fi Vintage Edison LED Light Bulb Tunable White 2700 (K) WiZ with Bluetooth (1-Pack) 567271,Philips,LED Light Bulb,lighting,13.97,4.7,100
257,HDX 36 in. Flat Bungee with Carabiner 56153,HDX,Other/Uncategorized,uncategorized,5.74,4.8,100
258,DEWALT MAXFIT 2 in. #1 Square Bit (2-Piece) DWA2SQ1MF2,DEWALT,Other/Uncategorized,uncategorized,4.47,4.8,100
259,DEWALT MAXFIT ULTRA 2 in. Phillips 1 Steel Screwdriving Bits (2-Pack) DWAF2PH1-2H,DEWALT,Other/Uncategorized,uncategorized,4.47,4.5,100
260,Liberty 10-Pack Top Ring 1-1/4 in. (31 mm) Classic Matte Black Round Cabinet Knobs P40052C-FB-SP,Liberty,Other/Uncategorized,uncategorized,15.98,4.7,100
261,Home Decorators Collection Westcourt 30 in. W x 22 in. D x 34 in. H Bath Vanity Cabinet without Top in Sterling Gray WT30-ST,Home Decorators Collection,Other/Uncategorized,uncategorized,469.0,3.6,100
262,Delta Foundations 2-Piece 1.1 GPF/1.6 GPF Dual Flush Elongated Toilet in White C43913D-WH,Delta,Toilet,plumbing,174.0,4.3,100
263,Delta Foundations 2-Piece 1.1 GPF/1.6 GPF Dual Flush Round Toilet in White C41913D-WH,Delta,Toilet,plumbing,179.0,4.6,100
264,"Commercial Electric Box on Top Integrated LED 6 in Round Canless Recessed Light for Kitchen Bathroom Livingroom, White Soft White 6-Pack 91515",Commercial Electric,Recessed Light,lighting,79.47,4.5,100
265,Delta Foundations 2-Piece 1.28 GPF Single Flush Elongated Toilet in White C43913-WH,Delta,Toilet,plumbing,159.0,4.4,100
266,Commercial Electric 8 in. Multi-Purpose Wiring Tool CE190206,Commercial Electric,Tool (Other),tools,18.98,4.3,100
267,Philips 40-Watt Equivalent A15 Smart Wi-Fi Vintage Edison LED Light Bulb Tunable White 2700 (K) WiZ with Bluetooth (1-Pack) 567222,Philips,LED Light Bulb,lighting,12.97,4.2,100
268,Hampton Bay Cairo 160 Lumen Low Voltage Square Transitional Black Integrated LED Waterproof Outdoor Landscape Path Light (1-Pack) L08457,Hampton Bay,Lighting (Other),lighting,30.34,3.9,100
269,Home Decorators Collection Palermo Grove 10 in. 1-Light Gilded Iron Farmhouse Kitchen Island Mini-Pendant with Hand Painted Walnut Accents 7927HDC,Home Decorators Collection,Lighting (Other),lighting,99.97,4.7,100
270,Philips 60-Watt Equivalent G25 Smart Wi-Fi Vintage Edison LED Light Bulb Tunable White 2700 (K) with Bluetooth (1-Pack) 567214,Philips,LED Light Bulb,lighting,12.97,4.0,100
271,"Commercial Electric Box on Top Integrated LED 4 in Round Canless Recessed Light for Kitchen Bathroom Livingroom, White Soft White 6-Pack 91514",Commercial Electric,Recessed Light,lighting,69.97,4.5,100
272,Vigoro Torenia 64 in. Black Steel Shepherd Hook 87217,Vigoro,Other/Uncategorized,uncategorized,25.97,4.8,100
273,Home Decorators Collection 49 in. W x 22 in. D Ceramic White Rectangular Single Sink Vanity Top in Winter Mist SERST49-WM,Home Decorators Collection,Faucet,plumbing,409.0,4.0,100
274,TrafficMaster Walnut Ember Java 4 MIL x 6 in. W x 36 in. L Peel and Stick Water Resistant Luxury Vinyl Plank Flooring (36 sqft/case) HP3087C,TrafficMaster,Plumbing (Other),plumbing,46.44,4.6,100
275,DEWALT Original Equipment 3-In-1 Blade for 21 in. Battery Powered Walk-Behind Mowers DWO1DT233,DEWALT,Other/Uncategorized,uncategorized,30.27,4.0,100
276,Hampton Bay Halophane 5-Light Brushed Nickel Chandelier with Frosted Ribbed Glass Shades WB0390/SC-1,Hampton Bay,Chandelier,lighting,49.97,4.7,100
277,Commercial Electric 7 in. Wire Cutting Pliers CE180837,Commercial Electric,Pliers,uncategorized,15.97,4.2,100
278,Unbranded Brushed Nickel Metal Oblong Pendant Shade with 2-1/4 in. Fitter 801255,Unbranded,Pendant Light,lighting,19.97,4.6,100
279,"Commercial Electric Box on Top Integrated LED 6 in Round Canless Recessed Light for Kitchen Bathroom Livingroom, White Soft White 91512",Commercial Electric,Recessed Light,lighting,14.97,4.5,100
280,"Scotch 3/4 in x 1.5ft White Indoor Fasteners, 1 Set of Strips RF4710",Scotch,Other/Uncategorized,uncategorized,4.21,2.2,100
281,Glacier Bay Round Front Toilet Seat in Oak Veneer TSVRD001-HD,Glacier Bay,Toilet,plumbing,29.68,4.2,100
282,EcoSmart 6.5 ft. RGBWIC Dynamic Color Changing Dimmable Linkable Plug-In LED Neon Flex Strip Light with Remote Control LR1321-RGBWIC-N,EcoSmart,Lighting (Other),lighting,14.68,4.1,100
283,FIRM GRIP Medium Flex Cuff Outdoor and Work Gloves (2-Pack) 43126-20,FIRM GRIP,Other/Uncategorized,uncategorized,12.88,4.4,100
284,Commercial Electric 4-Piece Nut Driver CE180651,Commercial Electric,Other/Uncategorized,uncategorized,14.97,4.4,100
285,"Werner 8 ft. - 10 ft., 22.5 in. x 54 in. Wood Attic Ladder with 250 lb. Maximum Load Capacity WU2210",Werner,Other/Uncategorized,uncategorized,239.0,4.1,100
286,Delta Foundations 2-Piece 1.28 GPF Single Flush Round Toilet in White C41913-WH,Delta,Toilet,plumbing,149.0,4.5,100
287,Milwaukee X-Large Performance Work Gloves 48-22-8723,Milwaukee,Other/Uncategorized,uncategorized,14.97,4.4,100
288,"Hampton Bay Wireless Battery Operated Tabletop Doorbell Kit with LED Strobe Light and Wireless Push Button, White HB-7778-02",Hampton Bay,Lighting (Other),lighting,39.98,4.0,100
289,Concord Global Trading Retro Gray 3 ft. x 4 ft. Contemporary Area Rug 46623,Concord Global Trading,Other/Uncategorized,uncategorized,22.0,4.8,100
290,"Gorilla Ladders 19 ft. Reach MPXT Aluminum Multi-Position Ladder with Project Top, 375 lbs. Load Capacity Type IAA Duty Rating GLMPXT-19-COM",Gorilla Ladders,Other/Uncategorized,uncategorized,259.0,4.8,100
291,Frost King 3/8 in. x 7/8 in. x 17 ft. Tan Vinyl Clad Foam Weatherstrip with Flange 1700/17,Frost King,Other/Uncategorized,uncategorized,10.47,4.1,100
292,MOEN Haelyn Single-Handle Pull-Down Sprayer Kitchen Faucet with Reflex and Power Boost in Spot Resist Stainless 87627SRS,MOEN,Faucet,plumbing,189.0,4.6,100
293,Philips 28W Equivalent 46 in. High Efficiency Linear T5 Type A InstantFit Cool White LED Tube Light Bulb (4000K) (1-Pack) 542423,Philips,LED Light Bulb,lighting,13.98,4.6,100
294,"Commercial Electric 15 ft. CAT5e UTP Ethernet Cable, Yellow 575698-15",Commercial Electric,Other/Uncategorized,uncategorized,8.79,4.7,100
295,Square D Homeline 50 Amp 2-Space 4-Circuit Spa Panel Main Lug Load Center HOME250SPA,Square D,Other/Uncategorized,uncategorized,125.0,4.4,100
296,Everbilt Twist and Close 1-1/2 in. Schedule 40 White PVC Pipe Bath Waste and Overflow Drain in Chrome SH-7103-PV-01-02-1,Everbilt,Pipe,plumbing,36.88,4.3,100
297,Kidde Residential and Kitchen 1-A:10-B:C Class ABC and Class BC 5.5 lbs. Fire Extinguisher (2-Pack) 21030930 21030930,Kidde,Valve,plumbing,44.97,4.5,100
298,"Commercial Electric Ultra Slim Integrated LED 4 in Round Adj Color Temp Canless Recessed Light for Kitchen Bath Living rooms, White 91460",Commercial Electric,Recessed Light,lighting,25.05,4.7,100
299,BEYOND BRIGHT 20-Watt 72 LED Lamp Lights 6500K Garage Ultra-Bright BEBRBLZ-PD32,BEYOND BRIGHT,Lighting (Other),lighting,19.99,3.4,100
300,Commercial Electric White 1-Gang Cable Pass-Through Plastic Wall Plate TV Multimedia Recessed Box 5053-WH,Commercial Electric,Other/Uncategorized,uncategorized,38.97,4.1,100
301,"Commercial Electric Slim Baffle Integrated LED 4 in Round Adj Color Temp Canless Recessed Light for Kitchen Bath Living rooms, White 91462",Commercial Electric,Recessed Light,lighting,29.97,4.8,100
302,"Commercial Electric Bookshelf Speaker Wall Mounts, No Stud Required (Set of 2) MB-74230",Commercial Electric,Other/Uncategorized,uncategorized,10.14,5.0,100
303,Milwaukee Medium Black Nitrile Level 1 Cut Resistant Dipped Work Gloves 48-73-8901,Milwaukee,Other/Uncategorized,uncategorized,4.97,4.7,100
304,Milwaukee X-Large Demolition Gloves 48-22-8733,Milwaukee,Other/Uncategorized,uncategorized,30.97,4.4,100
305,Milwaukee Large Demolition Gloves 48-22-8732,Milwaukee,Other/Uncategorized,uncategorized,30.97,4.4,100
306,Anvil Replacement Blade THD-blade-set,Anvil,Other/Uncategorized,uncategorized,10.92,4.9,100
307,Everbilt 4 in. Gray Rubber Like TPR and Steel Swivel Plate Caster with 250 lb. Load Rating 4033445EB,Everbilt,Other/Uncategorized,uncategorized,19.93,4.8,100
308,VELCRO ALFA-LOK 1 in. x 1 in. Squares in Black (16 Sets per Pack) VEL-30180-USA,VELCRO,Other/Uncategorized,uncategorized,9.26,3.9,100
309,VELCRO 24 in. x 3/4 in. Sticky Back for Fabrics Tape Black VEL-91878-USA,VELCRO,Other/Uncategorized,uncategorized,3.77,4.2,100
310,VELCRO ALFA-LOK 1 in. x 1 in. Squares in Black (6 Sets per Pack) VEL-30177-USA,VELCRO,Other/Uncategorized,uncategorized,4.28,4.0,100
311,VELCRO 5 ft. x 3/4 in. Sticky Back Tape 90087,VELCRO,Other/Uncategorized,uncategorized,6.76,4.5,100
312,Milwaukee Medium Demolition Gloves 48-22-8731,Milwaukee,Other/Uncategorized,uncategorized,30.97,4.4,100
313,"Broan-NuTone Roomside Series 80 CFM Ceiling Bathroom Exhaust Fan with CleanCover, ENERGY STAR AERN80K",Broan-NuTone,Other/Uncategorized,uncategorized,98.0,4.3,100
314,ReVent 80 CFM Ceiling/Wall Mount Quiet Easy Roomside Installation Bathroom/Bath Exhaust Fan with Modern Easy Clean Shield Cover RVS80-D,ReVent,Other/Uncategorized,uncategorized,95.65,4.4,100
315,Broan-NuTone 50 CFM Ceiling Bathroom Exhaust Fan with Incandescent Light 763N,Broan-NuTone,Lighting (Other),lighting,49.0,4.3,100
316,Glacier Bay Dolancourt Tight Radius 33 in. Drop-In 50/50 Double Bowl 18 Gauge Stainless Steel Kitchen Sink with Pull-Down Faucet VDR3322A0PA1,Glacier Bay,Faucet,plumbing,389.0,4.4,100
317,"ReVent 110 CFM Ceiling/Wall Mount Quiet Easy Roomside Installation Bathroom/Bath Exhaust Fan with Humidity Sensing, ENERGY STAR RVSH110-D",ReVent,Other/Uncategorized,uncategorized,119.0,4.3,100
318,KOHLER Cimarron Toilet Trip Lever in Chrome GP1034693-CP,KOHLER,Toilet,plumbing,11.89,4.5,100
319,Glacier Bay Dolancourt Tight Radius 25 in. Drop-In Single Bowl 18 Gauge Stainless Steel Kitchen Sink with Pull-Down Faucet VDR2522A1PA1,Glacier Bay,Faucet,plumbing,329.0,4.5,100
320,Commercial Electric Outlet Tester OT-112,Commercial Electric,Electrical Outlet,electrical,5.39,4.8,100
321,Andersen 36 in. x 80 in. LuminAire Sandtone for Single Entry Door 32 in.-36 in. Universal Handed Aluminum Retractable Screen Door 90002,Andersen,Other/Uncategorized,uncategorized,228.0,4.1,100
322,"Broan-NuTone QT Series 130 CFM Ceiling Bathroom Exhaust Fan with LED Light and Night Light, ENERGY STAR QTN130LE1",Broan-NuTone,Lighting (Other),lighting,169.0,4.4,100
323,Milwaukee X-Large Black Nitrile Level 1 Cut Resistant Dipped Work Gloves 48-73-8903,Milwaukee,Other/Uncategorized,uncategorized,4.88,4.7,100
324,PRIVATE BRAND UNBRANDED 12 in. 2-Light White Frosted Semi-Flush Mount HM-21022401,PRIVATE BRAND UNBRANDED,Flush Mount Light,lighting,15.97,4.2,100
325,Lithonia Lighting GTL 24 in. x 48 in. 128-Watt Equivalent Integrated LED White Troffer Light 4000K 2GTL 4 70LHE GZ10 PWS1836 LP840,Lithonia Lighting,Lighting (Other),lighting,79.99,4.4,100
326,"Metalux 2 ft. x 2 ft. 51-Watt Equivalent Integrated LED White Center Lens Troffer, 4000K Bright White 22LCRL3040C",Metalux,Other/Uncategorized,uncategorized,84.97,4.1,100
